mpid,asr_breaking,eps_electronic,eps_total,last phdos peak,structure,formula
mp-1873,7.82265990821621,2.600072577070028,8.084628406561428,469.58574176897173,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'charge': None, 'lattice': {'matrix': [[3.18503296, 0.0, 0.0], [0.0, 4.80252682, 0.0], [0.0, 0.0, 4.80252682]], 'a': 3.18503296, 'b': 4.80252682, 'c': 4.80252682, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0, 'volume': 73.46044058210622}, 'sites': [{'species': [{'element': 'F', 'occu': 1}], 'abc': [0.0, 0.69582966, 0.69582966], 'xyz': [0.0, 3.341740604301481, 3.341740604301481], 'label': 'F', 'properties': {'magmom': 1.0}}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.5, 0.80417034, 0.19582966], 'xyz': [1.59251648, 3.8620496256985186, 0.9404771943014811], 'label': 'F', 'properties': {'magmom': 1.0}}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.0, 0.30417034, 0.30417034], 'xyz': [0.0, 1.4607862156985187, 1.4607862156985187], 'label': 'F', 'properties': {'magmom': 1.0}}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.5, 0.19582966, 0.80417034], 'xyz': [1.59251648, 0.9404771943014811, 3.8620496256985186], 'label': 'F', 'properties': {'magmom': 1.0}}, {'species': [{'element': 'Zn', 'occu': 1}], 'abc': [0.5, 0.5, 0.5], 'xyz': [1.59251648, 2.40126341, 2.40126341], 'label': 'Zn', 'properties': {'magmom': 1.0}}, {'species': [{'element': 'Zn', 'occu': 1}], 'abc': [0.0, 0.0, 0.0], 'xyz': [0.0, 0.0, 0.0], 'label': 'Zn', 'properties': {'magmom': 1.0}}]}",ZnF2
mp-189,0.5055515689655664,52.26946281887785,68.84200243139189,471.58574161016816,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'charge': None, 'lattice': {'matrix': [[4.74505211, 0.0, 0.0], [0.0, 4.74505211, 0.0], [0.0, 0.0, 4.74505211]], 'a': 4.74505211, 'b': 4.74505211, 'c': 4.74505211, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0, 'volume': 106.83731343751283}, 'sites': [{'species': [{'element': 'Si', 'occu': 1}], 'abc': [0.1625353, 0.3374647, 0.6625353], 'xyz': [0.7712384682144829, 1.601287586785517, 3.143764523214483], 'label': 'Si', 'properties': {'magmom': 1.0}}, {'species': [{'element': 'Si', 'occu': 1}], 'abc': [0.3374647, 0.6625353, 0.1625353], 'xyz': [1.601287586785517, 3.143764523214483, 0.7712384682144829], 'label': 'Si', 'properties': {'magmom': 1.0}}, {'species': [{'element': 'Si', 'occu': 1}], 'abc': [0.6625353, 0.1625353, 0.3374647], 'xyz': [3.143764523214483, 0.7712384682144829, 1.601287586785517], 'label': 'Si', 'properties': {'magmom': 1.0}}, {'species': [{'element': 'Si', 'occu': 1}], 'abc': [0.8374647, 0.8374647, 0.8374647], 'xyz': [3.9738136417855165, 3.9738136417855165, 3.9738136417855165], 'label': 'Si', 'properties': {'magmom': 1.0}}, {'species': [{'element': 'Ru', 'occu': 1}], 'abc': [0.87089371, 0.62910629, 0.37089371], 'xyz': [4.132436036221228, 2.9851421287787714, 1.759909981221228], 'label': 'Ru', 'properties': {'magmom': 1.0}}, {'species': [{'element': 'Ru', 'occu': 1}], 'abc': [0.62910629, 0.37089371, 0.87089371], 'xyz': [2.9851421287787714, 1.759909981221228, 4.132436036221228], 'label': 'Ru', 'properties': {'magmom': 1.0}}, {'species': [{'element': 'Ru', 'occu': 1}], 'abc': [0.37089371, 0.87089371, 0.62910629], 'xyz': [1.759909981221228, 4.132436036221228, 2.9851421287787714], 'label': 'Ru', 'properties': {'magmom': 1.0}}, {'species': [{'element': 'Ru', 'occu': 1}], 'abc': [0.12910629, 0.12910629, 0.12910629], 'xyz': [0.6126160737787719, 0.6126160737787719, 0.6126160737787719], 'label': 'Ru', 'properties': {'magmom': 1.0}}]}",SiRu
mp-1922,2.5994496412472623,19.195430764717635,25.50986431426096,260.58575836394647,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'lattice': {'matrix': [[6.00849141, 0.0, 0.0], [0.0, 6.00849141, 0.0], [0.0, 0.0, 6.00849141]], 'a': 6.00849141, 'b': 6.00849141, 'c': 6.00849141, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0, 'volume': 216.91837076505325}, 'sites': [{'species': [{'element': 'Se', 'occu': 1}], 'abc': [0.37924828, 0.12075172, 0.87924828], 'xyz': [2.278710032637275, 0.7255356723627253, 5.282955737637275], 'label': 'Se'}, {'species': [{'element': 'Se', 'occu': 1}], 'abc': [0.12075172, 0.87924828, 0.37924828], 'xyz': [0.7255356723627253, 5.282955737637275, 2.278710032637275], 'label': 'Se'}, {'species': [{'element': 'Se', 'occu': 1}], 'abc': [0.87924828, 0.37924828, 0.12075172], 'xyz': [5.282955737637275, 2.278710032637275, 0.7255356723627253], 'label': 'Se'}, {'species': [{'element': 'Se', 'occu': 1}], 'abc': [0.62075172, 0.62075172, 0.62075172], 'xyz': [3.7297813773627255, 3.7297813773627255, 3.7297813773627255], 'label': 'Se'}, {'species': [{'element': 'Se', 'occu': 1}], 'abc': [0.37924828, 0.37924828, 0.37924828], 'xyz': [2.278710032637275, 2.278710032637275, 2.278710032637275], 'label': 'Se'}, {'species': [{'element': 'Se', 'occu': 1}], 'abc': [0.12075172, 0.62075172, 0.87924828], 'xyz': [0.7255356723627253, 3.7297813773627255, 5.282955737637275], 'label': 'Se'}, {'species': [{'element': 'Se', 'occu': 1}], 'abc': [0.87924828, 0.12075172, 0.62075172], 'xyz': [5.282955737637275, 0.7255356723627253, 3.7297813773627255], 'label': 'Se'}, {'species': [{'element': 'Se', 'occu': 1}], 'abc': [0.62075172, 0.87924828, 0.12075172], 'xyz': [3.7297813773627255, 5.282955737637275, 0.7255356723627253], 'label': 'Se'}, {'species': [{'element': 'Ru', 'occu': 1}], 'abc': [0.0, 0.5, 0.5], 'xyz': [0.0, 3.004245705, 3.004245705], 'label': 'Ru'}, {'species': [{'element': 'Ru', 'occu': 1}], 'abc': [0.5, 0.5, 0.0], 'xyz': [3.004245705, 3.004245705, 0.0], 'label': 'Ru'}, {'species': [{'element': 'Ru', 'occu': 1}], 'abc': [0.5, 0.0, 0.5], 'xyz': [3.004245705, 0.0, 3.004245705], 'label': 'Ru'}, {'species': [{'element': 'Ru', 'occu': 1}], 'abc': [0.0, 0.0, 0.0], 'xyz': [0.0, 0.0, 0.0], 'label': 'Ru'}]}",RuSe2
mp-1958,1.045047337486802,6.2098332900542434,11.492779286962097,121.58576940079568,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'lattice': {'matrix': [[4.11768346, 0.0, 2.37734565], [1.37256115, 3.88218919, 2.37734565], [0.0, 0.0, 4.75469131]], 'a': 4.7546913061030045, 'b': 4.754691299865439, 'c': 4.75469131, 'alpha': 59.999999999063824, 'beta': 60.00000004246032, 'gamma': 60.00000002507828, 'volume': 76.00671805533013}, 'sites': [{'species': [{'element': 'Sr', 'occu': 1}], 'abc': [0.0, 0.0, 0.0], 'xyz': [0.0, 0.0, 0.0], 'label': 'Sr'}, {'species': [{'element': 'Te', 'occu': 1}], 'abc': [0.5, 0.5, 0.5], 'xyz': [2.745122305, 1.941094595, 4.754691305], 'label': 'Te'}]}",SrTe
mp-1960,3.555353957539265,2.9309275092511413,7.409773394954446,660.5857266032292,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'lattice': {'matrix': [[2.91738857, 0.09789437, 1.52000466], [0.96463406, 2.75503561, 1.52000466], [0.13320635, 0.09789443, 3.28691771]], 'a': 3.291071792359756, 'b': 3.291071899625086, 'c': 3.2910720568557887, 'alpha': 60.12971043288485, 'beta': 60.12970952137675, 'gamma': 60.12970313039097, 'volume': 25.279668381289056}, 'sites': [{'species': [{'element': 'O', 'occu': 1}], 'abc': [0.0, 0.0, 0.0], 'xyz': [0.0, 0.0, 0.0], 'label': 'O', 'properties': {'magmom': 0.0}}, {'species': [{'element': 'Li', 'occu': 1}], 'abc': [0.75017829, 0.75017829, 0.75017829], 'xyz': [3.0121376101748445, 2.2136444099840595, 4.746323300320179], 'label': 'Li', 'properties': {'magmom': 0.0}}, {'species': [{'element': 'Li', 'occu': 1}], 'abc': [0.24982171, 0.24982171, 0.24982171], 'xyz': [1.0030913698251558, 0.7371800000159412, 1.5806037296798214], 'label': 'Li', 'properties': {'magmom': 0.0}}]}",Li2O
mp-1968,0.8950140648046424,4.866697715490638,26.58815302241555,523.5857374812748,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'lattice': {'matrix': [[3.9383411, 0.0, 0.0], [-1.96917055, 3.41070344, 0.0], [0.0, 0.0, 6.18029312]], 'a': 3.9383411, 'b': 3.938341098814974, 'c': 6.18029312, 'alpha': 90.0, 'beta': 90.0, 'gamma': 120.00000000995352, 'volume': 83.01687100112787}, 'sites': [{'species': [{'element': 'O', 'occu': 1}], 'abc': [0.66666667, 0.33333333, 0.35457189], 'xyz': [1.9691705696917055, 1.136901135297655, 2.1913582123123967], 'label': 'O'}, {'species': [{'element': 'O', 'occu': 1}], 'abc': [0.33333333, 0.66666667, 0.64542811], 'xyz': [-1.96917055994561e-08, 2.2738023047023446, 3.9889349076876033], 'label': 'O'}, {'species': [{'element': 'O', 'occu': 1}], 'abc': [0.0, 0.0, 0.0], 'xyz': [0.0, 0.0, 0.0], 'label': 'O'}, {'species': [{'element': 'La', 'occu': 1}], 'abc': [0.66666667, 0.33333333, 0.75285286], 'xyz': [1.9691705696917055, 1.136901135297655, 4.652851351030323], 'label': 'La'}, {'species': [{'element': 'La', 'occu': 1}], 'abc': [0.33333333, 0.66666667, 0.24714714], 'xyz': [-1.96917055994561e-08, 2.2738023047023446, 1.5274417689696766], 'label': 'La'}]}",La2O3
mp-19717,2.209272281746264,29.344529514088286,178.48350018259862,95.58577146524229,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'lattice': {'matrix': [[-3.28283701, -3.28283701, 0.0], [-3.28283701, 0.0, -3.28283701], [-0.0, -3.28283701, -3.28283701]], 'a': 4.64263262260234, 'b': 4.64263262260234, 'c': 4.64263262260234, 'alpha': 60.00000000000001, 'beta': 60.00000000000001, 'gamma': 60.00000000000001, 'volume': 70.75839257292664}, 'sites': [{'species': [{'element': 'Te', 'occu': 1}], 'abc': [0.5, 0.5, 0.5], 'xyz': [-3.28283701, -3.28283701, -3.28283701], 'label': 'Te', 'properties': {'magmom': 0.0}}, {'species': [{'element': 'Pb', 'occu': 1}], 'abc': [-0.0, 0.0, 0.0], 'xyz': [0.0, 0.0, 0.0], 'label': 'Pb', 'properties': {'magmom': -0.0}}]}",TePb
mp-19734,16.592196054836812,2.435571429431292,6.1546031394045855,547.5857355756318,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'lattice': {'matrix': [[4.71998106, 0.03494722, 3.19487115], [1.71366664, 4.39804356, 3.19487146], [0.05071908, 0.03494667, 5.69937282]], 'a': 5.699705622227062, 'b': 5.6997056199973075, 'c': 5.699705627150834, 'alpha': 55.39563229428135, 'beta': 55.395632209476375, 'gamma': 55.395632259134636, 'volume': 116.92749077112495}, 'sites': [{'species': [{'element': 'F', 'occu': 1}], 'abc': [0.37126805, 0.11625418, 0.75708104], 'xyz': [1.9899975280439315, 0.5507231951625384, 5.872457845562793], 'label': 'F'}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.11625418, 0.75708104, 0.37126805], 'xyz': [1.8649324236997304, 3.3467127347993753, 4.906188766456426], 'label': 'F'}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.24291896, 0.62873195, 0.88374582], 'xyz': [2.268832633476291, 2.804563819536453, 7.821609446433763], 'label': 'F'}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.88374582, 0.24291896, 0.62873195], 'xyz': [4.619434356300269, 1.1212247152006243, 7.182926663543574], 'label': 'F'}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.62873195, 0.88374582, 0.24291896], 'xyz': [4.494369251956068, 3.9172142548374613, 6.216657584437207], 'label': 'F'}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.75708104, 0.37126805, 0.11625418], 'xyz': [4.2155341465237095, 1.6633736304635476, 4.267505983566236], 'label': 'F'}, {'species': [{'element': 'Mg', 'occu': 1}], 'abc': [0.0, 0.0, 0.0], 'xyz': [0.0, 0.0, 0.0], 'label': 'Mg'}, {'species': [{'element': 'Pb', 'occu': 1}], 'abc': [0.5, 0.5, 0.5], 'xyz': [3.24218339, 2.233968725, 6.044557715], 'label': 'Pb'}]}",MgPbF6
mp-19765,0.2603706531363603,16.20264000595788,20.250091809666856,166.585765827715,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'lattice': {'matrix': [[5.85456848, 5.8e-07, -2.61858158], [-1.17121722, 5.73622045, -2.61858105], [-0.01953633, -0.02392904, 7.81037114]], 'a': 6.413496829197403, 'b': 6.413496826446696, 'c': 7.810432229504977, 'alpha': 114.24080129539239, 'beta': 114.24080125011109, 'gamma': 89.99999998491488, 'volume': 261.5627575459447}, 'sites': [{'species': [{'element': 'In', 'occu': 1}], 'abc': [0.25, 0.75, 0.5], 'xyz': [0.5754610400000001, 4.290200962499999, 1.2866043875000002], 'label': 'In'}, {'species': [{'element': 'In', 'occu': 1}], 'abc': [0.5, 0.5, 0.0], 'xyz': [2.34167563, 2.868110515, -2.618581315], 'label': 'In'}, {'species': [{'element': 'Te', 'occu': 1}], 'abc': [0.86175691, 0.90714621, 0.27476587], 'xyz': [3.9773816637894037, 5.197016257267138, -2.4859932247440466], 'label': 'Te'}, {'species': [{'element': 'Te', 'occu': 1}], 'abc': [0.41300896, 0.36761966, 0.27476587], 'xyz': [1.9820588462619788, 2.102172767565379, 0.10188389099059192], 'label': 'Te'}, {'species': [{'element': 'Te', 'occu': 1}], 'abc': [0.09285379, 0.58699104, 0.72523413], 'xyz': [-0.15804355514211246, 3.349755904963831, 3.8841188807040283], 'label': 'Te'}, {'species': [{'element': 'Te', 'occu': 1}], 'abc': [0.63238034, 0.13824309, 0.72523413], 'xyz': [3.5262329050907306, 0.7756390502036525, 3.646407473049427], 'label': 'Te'}, {'species': [{'element': 'Hg', 'occu': 1}], 'abc': [0.0, 0.0, 0.0], 'xyz': [0.0, 0.0, 0.0], 'label': 'Hg'}]}",In2HgTe4
mp-19795,0.6558771228439039,10.590436610259069,18.90704526924803,303.58575494966937,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'lattice': {'matrix': [[4.0104465, 0.0, 0.0], [0.0, 4.7536738, 0.0], [0.0, 0.0, 10.72534582]], 'a': 4.0104465, 'b': 4.7536738, 'c': 10.72534582, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0, 'volume': 204.471794347254}, 'sites': [{'species': [{'element': 'S', 'occu': 1}], 'abc': [0.5, 0.53985532, 0.84585096], 'xyz': [2.00522325, 2.5662960904746157, 9.072044058178987], 'label': 'S'}, {'species': [{'element': 'S', 'occu': 1}], 'abc': [0.5, 0.46014468, 0.15414904], 'xyz': [2.00522325, 2.187377709525384, 1.6533017618210126], 'label': 'S'}, {'species': [{'element': 'S', 'occu': 1}], 'abc': [0.0, 0.03985532, 0.65414904], 'xyz': [0.0, 0.18945919047461598, 7.015974671821012], 'label': 'S'}, {'species': [{'element': 'S', 'occu': 1}], 'abc': [0.0, 0.96014468, 0.34585096], 'xyz': [0.0, 4.564214609525384, 3.709371148178987], 'label': 'S'}, {'species': [{'element': 'In', 'occu': 1}], 'abc': [0.5, 0.37441255, 0.62003085], 'xyz': [2.00522325, 1.7798351293261898, 6.650045285318547], 'label': 'In'}, {'species': [{'element': 'In', 'occu': 1}], 'abc': [0.5, 0.62558745, 0.37996915], 'xyz': [2.00522325, 2.97383867067381, 4.075300534681452], 'label': 'In'}, {'species': [{'element': 'In', 'occu': 1}], 'abc': [0.0, 0.87441255, 0.87996915], 'xyz': [0.0, 4.15667202932619, 9.437973444681452], 'label': 'In'}, {'species': [{'element': 'In', 'occu': 1}], 'abc': [0.0, 0.12558745, 0.12003085], 'xyz': [0.0, 0.5970017706738099, 1.2873723753185469], 'label': 'In'}]}",InS
mp-19799,1.1871424252149785,2.7072579784994173,,500.7826169884388,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'lattice': {'matrix': [[5.11823136, -0.02094652, -0.63144761], [-0.7115917, 5.06856669, -0.63144761], [-0.01828659, -0.02094652, 5.15700339]], 'a': 5.157078348770966, 'b': 5.157078351417706, 'c': 5.157078351212577, 'alpha': 97.23526399103905, 'beta': 97.23526398136724, 'gamma': 97.235263974002, 'volume': 133.57073740119571}, 'sites': [{'species': [{'element': 'F', 'occu': 1}], 'abc': [0.70522686, 0.70522686, 0.06823468], 'xyz': [3.106432870956327, 3.5582880438724525, -0.538741154434044], 'label': 'F'}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.70522686, 0.06823468, 0.70522686], 'xyz': [3.5480628043803666, 0.3163079290957548, 3.148456866879136], 'label': 'F'}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.29477314, 0.93176532, 0.29477314], 'xyz': [0.8402902656196338, 4.710365720904244, 0.7456513031208638], 'label': 'F'}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.29477314, 0.29477314, 0.93176532], 'xyz': [1.2819201990436737, 1.4683856061275475, 4.432849324434044], 'label': 'F'}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.93176532, 0.29477314, 0.29477314], 'xyz': [4.553841965623306, 1.4683856061275475, 0.7456513031208638], 'label': 'F'}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.06823468, 0.70522686, 0.70522686], 'xyz': [-0.16548889562330457, 3.5582880438724525, 3.148456866879136], 'label': 'F'}, {'species': [{'element': 'Ba', 'occu': 1}], 'abc': [0.5, 0.5, 0.5], 'xyz': [2.194176535, 2.513336825, 1.947054085], 'label': 'Ba'}, {'species': [{'element': 'Pb', 'occu': 1}], 'abc': [0.0, 0.0, 0.0], 'xyz': [0.0, 0.0, 0.0], 'label': 'Pb'}]}",BaPbF6
mp-19833,1.5050378509207398,19.691964340533236,23.347147431766363,317.58575383804435,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'lattice': {'matrix': [[5.39507127, 0.0, -2.45990473], [-1.12160358, 5.27719617, -2.45990473], [-0.00971956, -0.01200244, 7.12487956]], 'a': 5.929411883910223, 'b': 5.929411883821857, 'c': 7.124896299099261, 'alpha': 114.58893147944482, 'beta': 114.5889314519187, 'gamma': 89.99999995129046, 'volume': 202.5327958516508}, 'sites': [{'species': [{'element': 'S', 'occu': 1}], 'abc': [0.86443037, 0.875, 0.25], 'xyz': [3.67983043160247, 4.61454603875, -2.49761310466865], 'label': 'S'}, {'species': [{'element': 'S', 'occu': 1}], 'abc': [0.625, 0.13556963, 0.75], 'xyz': [3.2125744914027243, 0.7064257022043171, 3.4727308396686505], 'label': 'S'}, {'species': [{'element': 'S', 'occu': 1}], 'abc': [0.38556963, 0.375, 0.25], 'xyz': [1.6571444008975302, 1.97594795375, -0.0897089403313498], 'label': 'S'}, {'species': [{'element': 'S', 'occu': 1}], 'abc': [0.125, 0.61443037, 0.75], 'xyz': [-0.02205306390272463, 3.233467765295683, 3.52473140533135], 'label': 'S'}, {'species': [{'element': 'Ag', 'occu': 1}], 'abc': [0.25, 0.75, 0.5], 'xyz': [0.5027053525, 3.9518959075, 1.1025350500000002], 'label': 'Ag'}, {'species': [{'element': 'Ag', 'occu': 1}], 'abc': [0.0, 0.0, 0.0], 'xyz': [0.0, 0.0, 0.0], 'label': 'Ag'}, {'species': [{'element': 'In', 'occu': 1}], 'abc': [0.5, 0.5, 0.0], 'xyz': [2.136733845, 2.638598085, -2.45990473], 'label': 'In'}, {'species': [{'element': 'In', 'occu': 1}], 'abc': [0.75, 0.25, 0.5], 'xyz': [3.7610427775, 1.3132978225, 1.1025350500000002], 'label': 'In'}]}",InAgS2
mp-19851,0.9141544036017925,8.255593046710905,12.30519635146755,182.58576455728627,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'lattice': {'matrix': [[6.98619226, -0.0178208, -1.91496639], [-4.06863555, 5.67920811, -1.91496639], [0.00918383, 0.0178208, 7.24388668]], 'a': 7.243914421735405, 'b': 7.243914430074613, 'c': 7.24391442221176, 'alpha': 105.25631436755984, 'beta': 105.25631433293763, 'gamma': 118.27636233216096, 'volume': 287.360959796857}, 'sites': [{'species': [{'element': 'K', 'occu': 1}], 'abc': [0.25, 0.25, 0.0], 'xyz': [0.7293891775000001, 1.4153468275, -0.957483195], 'label': 'K'}, {'species': [{'element': 'K', 'occu': 1}], 'abc': [0.75, 0.75, 0.0], 'xyz': [2.1881675325000005, 4.2460404825, -2.872449585], 'label': 'K'}, {'species': [{'element': 'In', 'occu': 1}], 'abc': [0.75, 0.25, 0.5], 'xyz': [4.2270772225, 1.4153468275, 1.70697695], 'label': 'In'}, {'species': [{'element': 'In', 'occu': 1}], 'abc': [0.25, 0.75, 0.5], 'xyz': [-1.3003366824999998, 4.263861282500001, 1.70697695], 'label': 'In'}, {'species': [{'element': 'Te', 'occu': 1}], 'abc': [0.17519749, 0.32480251, 0.5], 'xyz': [-0.092947775305803, 1.850409289510564, 2.664460145], 'label': 'Te'}, {'species': [{'element': 'Te', 'occu': 1}], 'abc': [0.32480251, 0.82480251, 0.14960502], 'xyz': [-1.0853140854538312, 4.681102944510564, -1.1177331634361443], 'label': 'Te'}, {'species': [{'element': 'Te', 'occu': 1}], 'abc': [0.67519749, 0.17519749, 0.85039498], 'xyz': [4.012054625453831, 0.998105165489436, 4.531687063436145], 'label': 'Te'}, {'species': [{'element': 'Te', 'occu': 1}], 'abc': [0.82480251, 0.67519749, 0.5], 'xyz': [3.0196883153058036, 3.828798820489436, 0.749493755], 'label': 'Te'}]}",KInTe2
mp-1986,4.5730779980554255,6.812149470100089,12.106293503476307,538.5857362902481,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'lattice': {'matrix': [[2.83556099, 0.0, 1.6371119], [0.945187, 2.67339254, 1.6371119], [0.0, 0.0, 3.2742238]], 'a': 3.2742238013201526, 'b': 3.2742238028299564, 'c': 3.2742238, 'alpha': 60.000000028591266, 'beta': 60.000000013337605, 'gamma': 59.999999965815256, 'volume': 24.820474844853734}, 'sites': [{'species': [{'element': 'O', 'occu': 1}], 'abc': [0.25, 0.25, 0.25], 'xyz': [0.9451869975, 0.668348135, 1.6371119], 'label': 'O'}, {'species': [{'element': 'Zn', 'occu': 1}], 'abc': [0.0, 0.0, 0.0], 'xyz': [0.0, 0.0, 0.0], 'label': 'Zn'}]}",ZnO
mp-20015,9.190403965498557,4.542501566302644,17.975613025713198,719.5857219185235,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'charge': None, 'lattice': {'matrix': [[4.97364067, 0.0, 0.0], [-2.48682033, 4.30729917, 0.0], [0.0, 0.0, 5.57759725]], 'a': 4.97364067, 'b': 4.973640667919628, 'c': 5.57759725, 'alpha': 90.0, 'beta': 90.0, 'gamma': 119.99999994732647, 'volume': 119.48863346698553}, 'sites': [{'species': [{'element': 'O', 'occu': 1}], 'abc': [0.38455256, 0.38455256, 0.68961442], 'xyz': [0.9563131280070702, 1.6563829225093754, 3.846391492552345], 'label': 'O', 'properties': {'magmom': 1.0}}, {'species': [{'element': 'O', 'occu': 1}], 'abc': [0.61544744, 0.0, 0.68961442], 'xyz': [3.0610144178313847, 0.0, 3.846391492552345], 'label': 'O', 'properties': {'magmom': 1.0}}, {'species': [{'element': 'O', 'occu': 1}], 'abc': [0.0, 0.61544744, 0.68961442], 'xyz': [-1.530507205838455, 2.650916247490625, 3.846391492552345], 'label': 'O', 'properties': {'magmom': 1.0}}, {'species': [{'element': 'O', 'occu': 1}], 'abc': [0.38455256, 0.0, 0.31038558], 'xyz': [1.912626252168615, 0.0, 1.731205757447655], 'label': 'O', 'properties': {'magmom': 1.0}}, {'species': [{'element': 'O', 'occu': 1}], 'abc': [0.0, 0.38455256, 0.31038558], 'xyz': [-0.9563131241615448, 1.6563829225093754, 1.731205757447655], 'label': 'O', 'properties': {'magmom': 1.0}}, {'species': [{'element': 'O', 'occu': 1}], 'abc': [0.61544744, 0.61544744, 0.31038558], 'xyz': [1.5305072119929297, 2.650916247490625, 1.731205757447655], 'label': 'O', 'properties': {'magmom': 1.0}}, {'species': [{'element': 'As', 'occu': 1}], 'abc': [0.66666667, 0.33333333, 0.5], 'xyz': [2.4868203615348703, 1.4357663756423362, 2.788798625], 'label': 'As', 'properties': {'magmom': 1.0}}, {'species': [{'element': 'As', 'occu': 1}], 'abc': [0.33333333, 0.66666667, 0.5], 'xyz': [-2.1534870085531037e-08, 2.8715327943576643, 2.788798625], 'label': 'As', 'properties': {'magmom': 1.0}}, {'species': [{'element': 'Pb', 'occu': 1}], 'abc': [0.0, 0.0, 0.0], 'xyz': [0.0, 0.0, 0.0], 'label': 'Pb', 'properties': {'magmom': 1.0}}]}",As2PbO6
mp-20027,0.8406754965574512,22.48208618189432,37.19520310510935,468.58574184837363,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'charge': None, 'lattice': {'matrix': [[0.0, 0.0, 2.72379059], [4.96139972, -0.0, 0.0], [0.0, 5.64540482, 0.0]], 'a': 2.72379059, 'b': 4.96139972, 'c': 5.64540482, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0, 'volume': 76.29094996146846}, 'sites': [{'species': [{'element': 'Fe', 'occu': 1}], 'abc': [0.5, 0.5, 0.5], 'xyz': [2.48069986, 2.82270241, 1.361895295], 'label': 'Fe', 'properties': {'magmom': -0.0}}, {'species': [{'element': 'Fe', 'occu': 1}], 'abc': [0.0, 0.0, -0.0], 'xyz': [0.0, 0.0, 0.0], 'label': 'Fe', 'properties': {'magmom': 0.0}}, {'species': [{'element': 'P', 'occu': 1}], 'abc': [0.5, 0.67069686, 0.13219652], 'xyz': [3.327595213408879, 0.7463028711952265, 1.361895295], 'label': 'P', 'properties': {'magmom': 0.0}}, {'species': [{'element': 'P', 'occu': 1}], 'abc': [0.5, 0.32930314, 0.86780348], 'xyz': [1.6338045065911209, 4.899101948804773, 1.361895295], 'label': 'P', 'properties': {'magmom': 0.0}}, {'species': [{'element': 'P', 'occu': 1}], 'abc': [0.0, 0.17069686, 0.36780348], 'xyz': [0.8468953534088792, 2.076399538804774, 0.0], 'label': 'P', 'properties': {'magmom': -0.0}}, {'species': [{'element': 'P', 'occu': 1}], 'abc': [-0.0, 0.82930314, 0.63219652], 'xyz': [4.114504366591121, 3.569005281195227, 0.0], 'label': 'P', 'properties': {'magmom': -0.0}}]}",FeP2
