,formula,chemsys_abc,phase,gfa
1636,Al40La25Ni35,Al-La-Ni,AM,1
1637,Al40La30Ni30,Al-La-Ni,AM,1
1638,Al40La35Ni25,Al-La-Ni,AM,1
1639,Al40La40Ni20,Al-La-Ni,AM,1
1640,Al40La45Ni15,Al-La-Ni,AM,1
1641,Al40La50Ni10,Al-La-Ni,AM,1
1642,Al40La55Ni5,Al-La-Ni,AM,1
1643,Al40La60Ni0,Al-La-Ni,AM,1
1644,Al45La25Ni30,Al-La-Ni,AM,1
1645,Al45La30Ni25,Al-La-Ni,AM,1
1646,Al45La35Ni20,Al-La-Ni,AM,1
1647,Al45La40Ni15,Al-La-Ni,AM,1
1648,Al45La45Ni10,Al-La-Ni,AM,1
1649,Al50La20Ni30,Al-La-Ni,AM,1
1650,Al50La25Ni25,Al-La-Ni,AM,1
1651,Al50La30Ni20,Al-La-Ni,AM,1
1652,Al50La35Ni15,Al-La-Ni,AM,1
1653,Al50La40Ni10,Al-La-Ni,AM,1
1654,Al50La45Ni5,Al-La-Ni,AM,1
1655,Al50La50Ni0,Al-La-Ni,AM,1
1656,Al55La20Ni25,Al-La-Ni,AM,1
1657,Al55La40Ni5,Al-La-Ni,AM,1
1658,Al55La45Ni0,Al-La-Ni,AM,1
1659,Al60La20Ni20,Al-La-Ni,AM,1
1660,Al65La15Ni20,Al-La-Ni,AM,1
1661,Al70La5Ni25,Al-La-Ni,AM,1
1662,Al75La5Ni20,Al-La-Ni,AM,1
1663,Al75La10Ni15,Al-La-Ni,AM,1
1664,Al80La10Ni10,Al-La-Ni,AM,1
1665,Al84La10Ni6,Al-La-Ni,AM,1
1666,Al85La5Ni10,Al-La-Ni,AM,1
1667,Al85La10Ni5,Al-La-Ni,AM,1
1668,Al88La10Ni2,Al-La-Ni,AM,1
1669,Al90La10Ni0,Al-La-Ni,AM,1
1670,Al91La7Ni2,Al-La-Ni,AM,1
1671,Al10La25Ni65,Al-La-Ni,AC,0
1672,Al15La25Ni60,Al-La-Ni,AC,0
1673,Al20La20Ni60,Al-La-Ni,AC,0
1674,Al40La15Ni45,Al-La-Ni,AC,0
1675,Al50La15Ni35,Al-La-Ni,AC,0
1676,Al55La30Ni15,Al-La-Ni,AC,0
1677,Al90La5Ni5,Al-La-Ni,AC,0
1678,Al0La30Ni70,Al-La-Ni,CR,0
1679,Al0La40Ni60,Al-La-Ni,CR,0
1680,Al0La50Ni50,Al-La-Ni,CR,0
1681,Al0La80Ni20,Al-La-Ni,CR,0
1682,Al0La90Ni10,Al-La-Ni,CR,0
1683,Al10La10Ni80,Al-La-Ni,CR,0
1684,Al10La20Ni70,Al-La-Ni,CR,0
1685,Al10La90Ni0,Al-La-Ni,CR,0
1686,Al20La10Ni70,Al-La-Ni,CR,0
1687,Al30La10Ni60,Al-La-Ni,CR,0
1688,Al30La15Ni55,Al-La-Ni,CR,0
1689,Al40La10Ni50,Al-La-Ni,CR,0
1690,Al50La10Ni40,Al-La-Ni,CR,0
1691,Al55La35Ni10,Al-La-Ni,CR,0
1692,Al60La10Ni30,Al-La-Ni,CR,0
1693,Al60La30Ni10,Al-La-Ni,CR,0
1694,Al60La40Ni0,Al-La-Ni,CR,0
1695,Al65La25Ni10,Al-La-Ni,CR,0
1696,Al65La30Ni5,Al-La-Ni,CR,0
1697,Al70La15Ni15,Al-La-Ni,CR,0
1698,Al70La20Ni10,Al-La-Ni,CR,0
1699,Al70La25Ni5,Al-La-Ni,CR,0
1700,Al70La30Ni0,Al-La-Ni,CR,0
1701,Al75La15Ni10,Al-La-Ni,CR,0
1702,Al80La15Ni5,Al-La-Ni,CR,0
1703,Al80La20Ni0,Al-La-Ni,CR,0
1704,Al85La6Ni9,Al-La-Ni,AM,1
1705,Al88La7Ni5,Al-La-Ni,AM,1
1706,Al0La48Ni52,Al-La-Ni,AM,1
1707,Al0La80Ni20,Al-La-Ni,AM,1
1708,Al1La49Ni50,Al-La-Ni,AM,1
1709,Al1La81Ni18,Al-La-Ni,AM,1
1710,Al2La39Ni59,Al-La-Ni,AM,1
1711,Al2La40Ni58,Al-La-Ni,AM,1
1712,Al2La42Ni56,Al-La-Ni,AM,1
1713,Al2La44Ni54,Al-La-Ni,AM,1
1714,Al2La82Ni16,Al-La-Ni,AM,1
1715,Al3La83Ni14,Al-La-Ni,AM,1
1716,Al4La36Ni60,Al-La-Ni,AM,1
1717,Al5La83Ni12,Al-La-Ni,AM,1
1718,Al5La85Ni10,Al-La-Ni,AM,1
1719,Al6La30Ni64,Al-La-Ni,AM,1
1720,Al6La32Ni62,Al-La-Ni,AM,1
1721,Al6La86Ni8,Al-La-Ni,AM,1
1722,Al8La86Ni6,Al-La-Ni,AM,1
1723,Al9La27Ni64,Al-La-Ni,AM,1
1724,Al10La86Ni4,Al-La-Ni,AM,1
1725,Al11La27Ni62,Al-La-Ni,AM,1
1726,Al11La87Ni2,Al-La-Ni,AM,1
1727,Al13La87Ni0,Al-La-Ni,AM,1
1728,Al15La26Ni59,Al-La-Ni,AM,1
1729,Al17La24Ni59,Al-La-Ni,AM,1
1730,Al19La22Ni59,Al-La-Ni,AM,1
1731,Al21La20Ni59,Al-La-Ni,AM,1
1732,Al24La18Ni58,Al-La-Ni,AM,1
1733,Al26La18Ni56,Al-La-Ni,AM,1
1734,Al28La18Ni54,Al-La-Ni,AM,1
1735,Al30La18Ni52,Al-La-Ni,AM,1
1736,Al32La18Ni50,Al-La-Ni,AM,1
1737,Al34La18Ni48,Al-La-Ni,AM,1
1738,Al36La18Ni46,Al-La-Ni,AM,1
1739,Al38La18Ni44,Al-La-Ni,AM,1
1740,Al40La18Ni42,Al-La-Ni,AM,1
1741,Al42La18Ni40,Al-La-Ni,AM,1
1742,Al44La18Ni38,Al-La-Ni,AM,1
1743,Al46La18Ni36,Al-La-Ni,AM,1
1744,Al48La18Ni34,Al-La-Ni,AM,1
1745,Al50La18Ni32,Al-La-Ni,AM,1
1746,Al53La30Ni17,Al-La-Ni,AM,1
1747,Al53La32Ni15,Al-La-Ni,AM,1
1748,Al53La34Ni13,Al-La-Ni,AM,1
1749,Al53La36Ni11,Al-La-Ni,AM,1
1750,Al53La37Ni10,Al-La-Ni,AM,1
1751,Al54La16Ni30,Al-La-Ni,AM,1
1752,Al55La28Ni17,Al-La-Ni,AM,1
1753,Al55La37Ni8,Al-La-Ni,AM,1
1754,Al56La16Ni28,Al-La-Ni,AM,1
1755,Al56La40Ni4,Al-La-Ni,AM,1
1756,Al56La42Ni2,Al-La-Ni,AM,1
1757,Al57La26Ni17,Al-La-Ni,AM,1
1758,Al57La37Ni6,Al-La-Ni,AM,1
1759,Al57La43Ni0,Al-La-Ni,AM,1
1760,Al58La14Ni28,Al-La-Ni,AM,1
1761,Al59La24Ni17,Al-La-Ni,AM,1
1762,Al60La12Ni28,Al-La-Ni,AM,1
1763,Al61La22Ni17,Al-La-Ni,AM,1
1764,Al62La10Ni28,Al-La-Ni,AM,1
1765,Al63La20Ni17,Al-La-Ni,AM,1
1766,Al64La8Ni28,Al-La-Ni,AM,1
1767,Al65La18Ni17,Al-La-Ni,AM,1
1768,Al66La6Ni28,Al-La-Ni,AM,1
1769,Al67La16Ni17,Al-La-Ni,AM,1
1770,Al68La4Ni28,Al-La-Ni,AM,1
1771,Al69La14Ni17,Al-La-Ni,AM,1
1772,Al71La13Ni16,Al-La-Ni,AM,1
1773,Al72La2Ni26,Al-La-Ni,AM,1
1774,Al73La13Ni14,Al-La-Ni,AM,1
1775,Al74La2Ni24,Al-La-Ni,AM,1
1776,Al75La13Ni12,Al-La-Ni,AM,1
1777,Al76La2Ni22,Al-La-Ni,AM,1
1778,Al77La13Ni10,Al-La-Ni,AM,1
1779,Al78La2Ni20,Al-La-Ni,AM,1
1780,Al79La13Ni8,Al-La-Ni,AM,1
1781,Al80La2Ni18,Al-La-Ni,AM,1
1782,Al81La13Ni6,Al-La-Ni,AM,1
1783,Al82La2Ni16,Al-La-Ni,AM,1
1784,Al83La13Ni4,Al-La-Ni,AM,1
1785,Al84La2Ni14,Al-La-Ni,AM,1
1786,Al85La13Ni2,Al-La-Ni,AM,1
1787,Al86La2Ni12,Al-La-Ni,AM,1
1788,Al86La14Ni0,Al-La-Ni,AM,1
1789,Al87La5Ni8,Al-La-Ni,AM,1
1790,Al88La2Ni10,Al-La-Ni,AM,1
1791,Al88La6Ni6,Al-La-Ni,AM,1
1792,Al89La7Ni4,Al-La-Ni,AM,1
1793,Al90La8Ni2,Al-La-Ni,AM,1
1794,Al92La8Ni0,Al-La-Ni,AM,1
1795,Al25La55Ni20,Al-La-Ni,AM,1
1796,Al0La70Ni30,Al-La-Ni,AM,1
1797,Al10La60Ni30,Al-La-Ni,AM,1
1798,Al20La50Ni30,Al-La-Ni,AM,1
1799,Al30La40Ni30,Al-La-Ni,AM,1
1800,Al40La30Ni30,Al-La-Ni,AM,1
1801,Al25La55Ni20,Al-La-Ni,AM,1
1802,Al91La5Ni4,Al-La-Ni,AM,1
1803,Al91La5Ni4,Al-La-Ni,AM,1
1804,Al30La50Ni20,Al-La-Ni,AM,1
1805,Al10La40Ni50,Al-La-Ni,AM,1
1806,Al10La50Ni40,Al-La-Ni,AM,1
1807,Al10La60Ni30,Al-La-Ni,AM,1
1808,Al10La70Ni20,Al-La-Ni,AM,1
1809,Al20La30Ni50,Al-La-Ni,AM,1
1810,Al20La40Ni40,Al-La-Ni,AM,1
1811,Al20La50Ni30,Al-La-Ni,AM,1
1812,Al20La60Ni20,Al-La-Ni,AM,1
1813,Al20La70Ni10,Al-La-Ni,AM,1
1814,Al25La55Ni20,Al-La-Ni,AM,1
1815,Al30La30Ni40,Al-La-Ni,AM,1
1816,Al30La40Ni30,Al-La-Ni,AM,1
1817,Al30La50Ni20,Al-La-Ni,AM,1
1818,Al30La60Ni10,Al-La-Ni,AM,1
1819,Al40La30Ni30,Al-La-Ni,AM,1
1820,Al40La40Ni20,Al-La-Ni,AM,1
1821,Al40La50Ni10,Al-La-Ni,AM,1
1822,Al40La60Ni0,Al-La-Ni,AM,1
1823,Al50La20Ni30,Al-La-Ni,AM,1
1824,Al50La30Ni20,Al-La-Ni,AM,1
1825,Al10La30Ni60,Al-La-Ni,AC,0
1826,Al40La20Ni40,Al-La-Ni,AC,0
1827,Al50La40Ni10,Al-La-Ni,AC,0
1828,Al50La50Ni0,Al-La-Ni,AC,0
1829,Al60La20Ni20,Al-La-Ni,AC,0
1830,Al0La50Ni50,Al-La-Ni,CR,0
1831,Al0La60Ni40,Al-La-Ni,CR,0
1832,Al0La70Ni30,Al-La-Ni,CR,0
1833,Al60La30Ni10,Al-La-Ni,CR,0
1834,Al25La55Pt20,Al-La-Pt,AM,1
1835,Al25La55Zn20,Al-La-Zn,AM,1
1836,Al85La7.5Zr7.5,Al-La-Zr,AM,1
1837,Al42Mg44Pd14,Al-Mg-Pd,QC,0
1838,Al46Mg40Pd14,Al-Mg-Pd,QC,0
1839,Al48Mg22Pd30,Al-Mg-Pd,QC,0
1840,Al50Mg36Pd14,Al-Mg-Pd,QC,0
1841,Al52Mg18Pd30,Al-Mg-Pd,QC,0
1842,Al54Mg32Pd14,Al-Mg-Pd,QC,0
1843,Al53Mg21Pd26,Al-Mg-Pd,AM,1
1844,Al71Mg17Pd12,Al-Mg-Pd,AM,1
1845,Al50Mg25Pd25,Al-Mg-Pd,AC,0
1846,Al43Mg44Pd13,Al-Mg-Pd,QC,0
1847,Al52Mg17Pd31,Al-Mg-Pd,QC,0
1848,Al55Mg15Pd30,Al-Mg-Pd,QC,0
1849,Al74Mg5Pd21,Al-Mg-Pd,QC,0
1850,Al42Mg45Pd13,Al-Mg-Pd,QC,0
1851,Al26Mg18Ti56,Al-Mg-Ti,AM,1
1852,Al28Mg22Ti50,Al-Mg-Ti,AM,1
1853,Al28Mg27Ti45,Al-Mg-Ti,AM,1
1854,Al29Mg13Ti58,Al-Mg-Ti,AM,1
1855,Al33Mg6Ti61,Al-Mg-Ti,AM,1
1856,Al33Mg13Ti54,Al-Mg-Ti,AM,1
1857,Al37Mg10Ti53,Al-Mg-Ti,AM,1
1858,Al39Mg7Ti54,Al-Mg-Ti,AM,1
1859,Al40Mg12Ti48,Al-Mg-Ti,AM,1
1860,Al40Mg18Ti42,Al-Mg-Ti,AM,1
1861,Al44Mg7Ti49,Al-Mg-Ti,AM,1
1862,Al45Mg2Ti53,Al-Mg-Ti,AM,1
1863,Al46Mg0Ti54,Al-Mg-Ti,AM,1
1864,Al47Mg9Ti44,Al-Mg-Ti,AM,1
1865,Al50Mg15Ti35,Al-Mg-Ti,AM,1
1866,Al52Mg10Ti38,Al-Mg-Ti,AM,1
1867,Al53Mg15Ti32,Al-Mg-Ti,AM,1
1868,Al57Mg0Ti43,Al-Mg-Ti,AM,1
1869,Al57Mg7Ti36,Al-Mg-Ti,AM,1
1870,Al57Mg11Ti32,Al-Mg-Ti,AM,1
1871,Al60Mg11Ti29,Al-Mg-Ti,AM,1
1872,Al60Mg12Ti28,Al-Mg-Ti,AM,1
1873,Al62Mg0Ti38,Al-Mg-Ti,AM,1
1874,Al63Mg3Ti34,Al-Mg-Ti,AM,1
1875,Al66Mg0Ti34,Al-Mg-Ti,AM,1
1876,Al66Mg5Ti29,Al-Mg-Ti,AM,1
1877,Al68Mg0Ti32,Al-Mg-Ti,AM,1
1878,Al68Mg12Ti20,Al-Mg-Ti,AM,1
1879,Al21Mg27Ti52,Al-Mg-Ti,AC,0
1880,Al24Mg28Ti48,Al-Mg-Ti,AC,0
1881,Al27Mg30Ti43,Al-Mg-Ti,AC,0
1882,Al30Mg27Ti43,Al-Mg-Ti,AC,0
1883,Al36Mg0Ti64,Al-Mg-Ti,AC,0
1884,Al36Mg15Ti49,Al-Mg-Ti,AC,0
1885,Al37Mg20Ti43,Al-Mg-Ti,AC,0
1886,Al47Mg17Ti36,Al-Mg-Ti,AC,0
1887,Al55Mg18Ti27,Al-Mg-Ti,AC,0
1888,Al55Mg23Ti22,Al-Mg-Ti,AC,0
1889,Al60Mg13Ti27,Al-Mg-Ti,AC,0
1890,Al68Mg13Ti19,Al-Mg-Ti,AC,0
1891,Al70Mg3Ti27,Al-Mg-Ti,AC,0
1892,Al77Mg3Ti20,Al-Mg-Ti,AC,0
1893,Al84Mg0Ti16,Al-Mg-Ti,AC,0
1894,Al0Mg0Ti1,Al-Mg-Ti,CR,0
1895,Al0Mg52Ti48,Al-Mg-Ti,CR,0
1896,Al0Mg77Ti23,Al-Mg-Ti,CR,0
1897,Al0Mg83Ti17,Al-Mg-Ti,CR,0
1898,Al0Mg1Ti0,Al-Mg-Ti,CR,0
1899,Al5Mg60Ti35,Al-Mg-Ti,CR,0
1900,Al6Mg66Ti28,Al-Mg-Ti,CR,0
1901,Al9Mg41Ti50,Al-Mg-Ti,CR,0
1902,Al9Mg51Ti40,Al-Mg-Ti,CR,0
1903,Al11Mg22Ti67,Al-Mg-Ti,CR,0
1904,Al14Mg46Ti40,Al-Mg-Ti,CR,0
1905,Al15Mg31Ti54,Al-Mg-Ti,CR,0
1906,Al16Mg23Ti61,Al-Mg-Ti,CR,0
1907,Al19Mg46Ti35,Al-Mg-Ti,CR,0
1908,Al20Mg36Ti44,Al-Mg-Ti,CR,0
1909,Al20Mg39Ti41,Al-Mg-Ti,CR,0
1910,Al23Mg17Ti60,Al-Mg-Ti,CR,0
1911,Al50Mg22Ti28,Al-Mg-Ti,CR,0
1912,Al67Mg33Ti0,Al-Mg-Ti,CR,0
1913,Al85Mg15Ti0,Al-Mg-Ti,CR,0
1914,Al87Mg0Ti13,Al-Mg-Ti,CR,0
1915,Al1Mg0Ti0,Al-Mg-Ti,CR,0
1916,Al0Mg60Zn40,Al-Mg-Zn,AM,1
1917,Al0Mg65Zn35,Al-Mg-Zn,AM,1
1918,Al0Mg70Zn30,Al-Mg-Zn,AM,1
1919,Al0Mg75Zn25,Al-Mg-Zn,AM,1
1920,Al5Mg50Zn45,Al-Mg-Zn,AM,1
1921,Al5Mg60Zn35,Al-Mg-Zn,AM,1
1922,Al5Mg65Zn30,Al-Mg-Zn,AM,1
1923,Al5Mg70Zn25,Al-Mg-Zn,AM,1
1924,Al5Mg75Zn20,Al-Mg-Zn,AM,1
1925,Al10Mg65Zn25,Al-Mg-Zn,AM,1
1926,Al10Mg70Zn20,Al-Mg-Zn,AM,1
1927,Al10Mg75Zn15,Al-Mg-Zn,AM,1
1928,Al0Mg55Zn45,Al-Mg-Zn,AC,0
1929,Al0Mg80Zn20,Al-Mg-Zn,AC,0
1930,Al0Mg85Zn15,Al-Mg-Zn,AC,0
1931,Al5Mg80Zn15,Al-Mg-Zn,AC,0
1932,Al10Mg80Zn10,Al-Mg-Zn,AC,0
1933,Al15Mg70Zn15,Al-Mg-Zn,AC,0
1934,Al15Mg75Zn10,Al-Mg-Zn,AC,0
1935,Al15Mg80Zn5,Al-Mg-Zn,AC,0
1936,Al20Mg70Zn10,Al-Mg-Zn,AC,0
1937,Al10Mg40Zn50,Al-Mg-Zn,QC,0
1938,Al10Mg50Zn40,Al-Mg-Zn,QC,0
1939,Al10Mg60Zn30,Al-Mg-Zn,QC,0
1940,Al20Mg40Zn40,Al-Mg-Zn,QC,0
1941,Al20Mg50Zn30,Al-Mg-Zn,QC,0
1942,Al20Mg60Zn20,Al-Mg-Zn,QC,0
1943,Al30Mg40Zn30,Al-Mg-Zn,QC,0
1944,Al30Mg50Zn20,Al-Mg-Zn,QC,0
1945,Al40Mg40Zn20,Al-Mg-Zn,QC,0
1946,Al50Mg40Zn10,Al-Mg-Zn,QC,0
1947,Al0Mg90Zn10,Al-Mg-Zn,CR,0
1948,Al0Mg95Zn5,Al-Mg-Zn,CR,0
1949,Al5Mg85Zn10,Al-Mg-Zn,CR,0
1950,Al5Mg90Zn5,Al-Mg-Zn,CR,0
1951,Al10Mg85Zn5,Al-Mg-Zn,CR,0
1952,Al30Mg60Zn10,Al-Mg-Zn,CR,0
1953,Al40Mg50Zn10,Al-Mg-Zn,CR,0
1954,Al10Mg80Zn10,Al-Mg-Zn,OT,0
1955,Al12Mg53Zn35,Al-Mg-Zn,QC,0
1956,Al15Mg43Zn42,Al-Mg-Zn,QC,0
1957,Al15Mg45Zn40,Al-Mg-Zn,QC,0
1958,Al15Mg48Zn37,Al-Mg-Zn,QC,0
1959,Al15Mg50Zn35,Al-Mg-Zn,QC,0
1960,Al15Mg53Zn32,Al-Mg-Zn,QC,0
1961,Al15.4Mg48.7Zn35.9,Al-Mg-Zn,QC,0
1962,Al18Mg47Zn35,Al-Mg-Zn,QC,0
1963,Al20Mg40Zn40,Al-Mg-Zn,QC,0
1964,Al20Mg45Zn35,Al-Mg-Zn,QC,0
1965,Al20Mg50Zn30,Al-Mg-Zn,QC,0
1966,Al25Mg37Zn38,Al-Mg-Zn,QC,0
1967,Al28Mg37Zn35,Al-Mg-Zn,QC,0
1968,Al30Mg50Zn20,Al-Mg-Zn,QC,0
1969,Al37.5Mg37.5Zn25,Al-Mg-Zn,QC,0
1970,Al40Mg50Zn10,Al-Mg-Zn,QC,0
1971,Al50Mg38Zn12,Al-Mg-Zn,QC,0
1972,Al55Mg35Zn10,Al-Mg-Zn,QC,0
1973,Al0Mg38Zn62,Al-Mg-Zn,OT,0
1974,Al0Mg65Zn35,Al-Mg-Zn,OT,0
1975,Al5Mg60Zn35,Al-Mg-Zn,OT,0
1976,Al10Mg60Zn30,Al-Mg-Zn,OT,0
1977,Al10Mg70Zn20,Al-Mg-Zn,OT,0
1978,Al10Mg80Zn10,Al-Mg-Zn,OT,0
1979,Al20Mg60Zn20,Al-Mg-Zn,OT,0
1980,Al20Mg70Zn10,Al-Mg-Zn,OT,0
1981,Al30Mg60Zn10,Al-Mg-Zn,OT,0
1982,Al60Mg20Zn20,Al-Mg-Zn,OT,0
1983,Al70Mg20Zn10,Al-Mg-Zn,OT,0
1984,Al15Mg48Zn37,Al-Mg-Zn,QC,0
1985,Al86.5Mn1Ni12.5,Al-Mn-Ni,AM,1
1986,Al86.5Mn2Ni11.5,Al-Mn-Ni,AM,1
1987,Al87Mn1Ni12,Al-Mn-Ni,AM,1
1988,Al87Mn2Ni11,Al-Mn-Ni,AM,1
1989,Al87Mn2.5Ni10.5,Al-Mn-Ni,AM,1
1990,Al87.5Mn0.5Ni12,Al-Mn-Ni,AM,1
1991,Al88Mn1Ni11,Al-Mn-Ni,AM,1
1992,Al88Mn2Ni10,Al-Mn-Ni,AM,1
1993,Al82Mn6Ni12,Al-Mn-Ni,AC,0
1994,Al83Mn4Ni13,Al-Mn-Ni,AC,0
1995,Al84Mn4Ni12,Al-Mn-Ni,AC,0
1996,Al84Mn4Ni12,Al-Mn-Ni,AC,0
1997,Al84Mn6Ni10,Al-Mn-Ni,AC,0
1998,Al84Mn6Ni10,Al-Mn-Ni,AC,0
1999,Al85Mn2Ni13,Al-Mn-Ni,AC,0
2000,Al85Mn7Ni8,Al-Mn-Ni,AC,0
2001,Al86Mn0Ni14,Al-Mn-Ni,AC,0
2002,Al86Mn0Ni14,Al-Mn-Ni,AC,0
2003,Al86Mn4Ni10,Al-Mn-Ni,AC,0
2004,Al86Mn4Ni10,Al-Mn-Ni,AC,0
2005,Al86Mn6Ni8,Al-Mn-Ni,AC,0
2006,Al86Mn6Ni8,Al-Mn-Ni,AC,0
2007,Al86Mn8Ni6,Al-Mn-Ni,AC,0
2008,Al88Mn0Ni12,Al-Mn-Ni,AC,0
2009,Al88Mn0Ni12,Al-Mn-Ni,AC,0
2010,Al88Mn2Ni10,Al-Mn-Ni,AC,0
2011,Al88Mn2Ni10,Al-Mn-Ni,AC,0
2012,Al88Mn4Ni8,Al-Mn-Ni,AC,0
2013,Al88Mn4Ni8,Al-Mn-Ni,AC,0
2014,Al88Mn6Ni6,Al-Mn-Ni,AC,0
2015,Al88Mn6Ni6,Al-Mn-Ni,AC,0
2016,Al89Mn2Ni9,Al-Mn-Ni,AC,0
2017,Al90Mn0Ni10,Al-Mn-Ni,AC,0
2018,Al90Mn0Ni10,Al-Mn-Ni,AC,0
2019,Al90Mn2Ni8,Al-Mn-Ni,AC,0
2020,Al90Mn2Ni8,Al-Mn-Ni,AC,0
2021,Al90Mn4Ni6,Al-Mn-Ni,AC,0
2022,Al90Mn4Ni6,Al-Mn-Ni,AC,0
2023,Al90Mn6Ni4,Al-Mn-Ni,AC,0
2024,Al90Mn6Ni4,Al-Mn-Ni,AC,0
2025,Al92Mn0Ni8,Al-Mn-Ni,AC,0
2026,Al92Mn0Ni8,Al-Mn-Ni,AC,0
2027,Al92Mn2Ni6,Al-Mn-Ni,AC,0
2028,Al92Mn2Ni6,Al-Mn-Ni,AC,0
2029,Al92Mn4Ni4,Al-Mn-Ni,AC,0
2030,Al92Mn4Ni4,Al-Mn-Ni,AC,0
2031,Al92Mn6Ni2,Al-Mn-Ni,AC,0
2032,Al92Mn6Ni2,Al-Mn-Ni,AC,0
2033,Al94Mn2Ni4,Al-Mn-Ni,AC,0
2034,Al94Mn2Ni4,Al-Mn-Ni,AC,0
2035,Al94Mn4Ni2,Al-Mn-Ni,AC,0
2036,Al94Mn4Ni2,Al-Mn-Ni,AC,0
2037,Al94Mn0Ni6,Al-Mn-Ni,CR,0
2038,Al94Mn0Ni6,Al-Mn-Ni,CR,0
2039,Al94Mn6Ni0,Al-Mn-Ni,CR,0
2040,Al96Mn0Ni4,Al-Mn-Ni,CR,0
2041,Al96Mn0Ni4,Al-Mn-Ni,CR,0
2042,Al96Mn2Ni2,Al-Mn-Ni,CR,0
2043,Al96Mn2Ni2,Al-Mn-Ni,CR,0
2044,Al96Mn4Ni0,Al-Mn-Ni,CR,0
2045,Al96Mn4Ni0,Al-Mn-Ni,CR,0
2046,Al98Mn0Ni2,Al-Mn-Ni,CR,0
2047,Al98Mn0Ni2,Al-Mn-Ni,CR,0
2048,Al98Mn2Ni0,Al-Mn-Ni,CR,0
2049,Al98Mn2Ni0,Al-Mn-Ni,CR,0
2050,Al1Mn0Ni0,Al-Mn-Ni,CR,0
2051,Al80Mn6Ni14,Al-Mn-Ni,OT,0
2052,Al80Mn8Ni12,Al-Mn-Ni,OT,0
2053,Al82Mn4Ni14,Al-Mn-Ni,OT,0
2054,Al82Mn6Ni12,Al-Mn-Ni,OT,0
2055,Al82Mn8Ni10,Al-Mn-Ni,OT,0
2056,Al84Mn2Ni14,Al-Mn-Ni,OT,0
2057,Al84Mn8Ni8,Al-Mn-Ni,OT,0
2058,Al86Mn8Ni6,Al-Mn-Ni,OT,0
2059,Al88Mn8Ni4,Al-Mn-Ni,OT,0
2060,Al90Mn8Ni2,Al-Mn-Ni,OT,0
2061,Al92Mn8Ni0,Al-Mn-Ni,OT,0
2062,Al80Mn15Ni5,Al-Mn-Ni,QC,0
2063,Al45Mn20Si35,Al-Mn-Si,AM,1
2064,Al50Mn15Si35,Al-Mn-Si,AM,1
2065,Al50Mn20Si30,Al-Mn-Si,AM,1
2066,Al55Mn10Si35,Al-Mn-Si,AM,1
2067,Al55Mn15Si30,Al-Mn-Si,AM,1
2068,Al55Mn20Si25,Al-Mn-Si,AM,1
2069,Al60Mn10Si30,Al-Mn-Si,AM,1
2070,Al60Mn15Si25,Al-Mn-Si,AM,1
2071,Al65Mn10Si25,Al-Mn-Si,AM,1
2072,Al65Mn15Si20,Al-Mn-Si,AM,1
2073,Al40Mn25Si35,Al-Mn-Si,AC,0
2074,Al45Mn15Si40,Al-Mn-Si,AC,0
2075,Al50Mn25Si25,Al-Mn-Si,AC,0
2076,Al60Mn5Si35,Al-Mn-Si,AC,0
2077,Al70Mn5Si25,Al-Mn-Si,AC,0
2078,Al60Mn20Si20,Al-Mn-Si,QC,0
2079,Al65Mn20Si15,Al-Mn-Si,QC,0
2080,Al60Mn10Si30,Al-Mn-Si,AM,1
2081,Al66Mn14Si20,Al-Mn-Si,AM,1
2082,Al60Mn20Si20,Al-Mn-Si,QC,0
2083,Al76.6Mn17.4Si6,Al-Mn-Si,QC,0
2084,Al78.6Mn17.4Si4,Al-Mn-Si,QC,0
2085,Al66.6Mn17.4Si16,Al-Mn-Si,CR,0
2086,Al68.6Mn17.4Si14,Al-Mn-Si,CR,0
2087,Al70.6Mn17.4Si12,Al-Mn-Si,OT,0
2088,Al72.5Mn17.4Si10.1,Al-Mn-Si,OT,0
2089,Al74.6Mn17.4Si8,Al-Mn-Si,OT,0
2090,Al53Mn20Si27,Al-Mn-Si,AM,1
2091,Al15Mn15Zr70,Al-Mn-Zr,AM,1
2092,Al65Mo5Ni30,Al-Mo-Ni,AM,1
2093,Al70Mo5Ni25,Al-Mo-Ni,AM,1
2094,Al70Mo10Ni20,Al-Mo-Ni,AM,1
2095,Al75Mo5Ni20,Al-Mo-Ni,AM,1
2096,Al75Mo10Ni15,Al-Mo-Ni,AM,1
2097,Al80Mo5Ni15,Al-Mo-Ni,AM,1
2098,Al85Mo3Ni12,Al-Mo-Ni,AM,1
2099,Al85Mo5Ni10,Al-Mo-Ni,AM,1
2100,Al53Mo31Si16,Al-Mo-Si,AM,1
2101,Al54Mo46Si0,Al-Mo-Si,AM,1
2102,Al63Mo31Si6,Al-Mo-Si,AM,1
2103,Al66Mo34Si0,Al-Mo-Si,AM,1
2104,Al34Mo45Si21,Al-Mo-Si,AM,1
2105,Al63Mo31Si6,Al-Mo-Si,AM,1
2106,Al0Nb45Ni55,Al-Nb-Ni,AM,1
2107,Al0Nb50Ni50,Al-Nb-Ni,AM,1
2108,Al8Nb42Ni50,Al-Nb-Ni,AM,1
2109,Al16Nb34Ni50,Al-Nb-Ni,AM,1
2110,Al16Nb46Ni38,Al-Nb-Ni,AM,1
2111,Al0Nb20Ni80,Al-Nb-Ni,AC,0
2112,Al22Nb20Ni58,Al-Nb-Ni,AC,0
