formula,gfa
Gd82Co18,0
Gd83Al17,0
Gd83Co17,0
Gd84Al16,0
Gd84Co16,0
Gd85Al15,0
Gd85Co15,0
Gd86Al14,0
Gd86Co14,0
Gd87Al13,0
Gd87Co13,0
Gd88Al12,0
Gd88Co12,0
Gd89Al11,0
Gd89Co11,0
Gd9Al91,1
Gd9Co91,0
Gd90Al10,0
Gd90Co10,0
Gd91Al9,0
Gd91Co9,0
Gd92Al8,0
Gd92Co8,0
Gd93Al7,0
Gd93Co7,0
Gd94Al6,0
Gd94Co6,0
Gd95Al5,0
Gd95Co5,0
Gd96Al4,0
Gd96Co4,0
Gd97Al3,0
Gd97Co3,0
Gd98Al2,0
Gd98Co2,0
Gd99Al1,0
Gd99Co1,0
Ge1Te99,0
Ge10Te90,1
Ge100,0
Ge11Te89,1
Ge12Te88,1
Ge13Te87,1
Ge14Te86,1
Ge15Te85,1
Ge16Te84,1
Ge17Te83,1
Ge18Te82,1
Ge19Te81,1
Ge2Te98,0
Ge20Te80,1
Ge21Te79,1
Ge22Te78,1
Ge23Te77,1
Ge24Te76,1
Ge25Te75,1
Ge26Te74,0
Ge27Te73,0
Ge28Te72,0
Ge29Te71,0
Ge3Te97,0
Ge30Te70,0
Ge31Te69,0
Ge32Te68,0
Ge33Te67,0
Ge34Te66,0
Ge35Te65,0
Ge36Te64,0
Ge37Te63,0
Ge38Te62,0
Ge39Te61,0
Ge4Te96,0
Ge40Te60,0
Ge41Te59,0
Ge42Te58,0
Ge43Te57,0
Ge44Te56,0
Ge45Te55,0
Ge46Te54,0
Ge47Te53,0
Ge48Te52,0
Ge49Te51,0
Ge5Te95,0
Ge50Te50,0
Ge51Te49,0
Ge52Te48,0
Ge53Te47,0
Ge54Te46,0
Ge55Te45,0
Ge56Te44,0
Ge57Te43,0
Ge58Te42,0
Ge59Te41,0
Ge6Te94,0
Ge60Te40,0
Ge61Te39,0
Ge62Te38,0
Ge63Te37,0
Ge64Te36,0
Ge65Te35,0
Ge66Te34,0
Ge67Te33,0
Ge68Te32,0
Ge69Te31,0
Ge7Te93,0
Ge70Te30,0
Ge71Te29,0
Ge72Te28,0
Ge73Te27,0
Ge74Te26,0
Ge75Te25,0
Ge76Te24,0
Ge77Te23,0
Ge78Te22,0
Ge79Te21,0
Ge8Te92,0
Ge80Te20,0
Ge81Te19,0
Ge82Te18,0
Ge83Te17,0
Ge84Te16,0
Ge85Te15,0
Ge86Te14,0
Ge87Te13,0
Ge88Te12,0
Ge89Te11,0
Ge9Te91,0
Ge90Te10,0
Ge91Te9,0
Ge92Te8,0
Ge93Te7,0
Ge94Te6,0
Ge95Te5,0
Ge96Te4,0
Ge97Te3,0
Ge98Te2,0
Ge99Te1,0
Hf1Cu99,0
Hf1Fe99,0
Hf1Ni99,0
Hf10Cu90,0
Hf10Fe90,1
Hf10Ni90,0
Hf100,0
Hf11Cu89,0
Hf11Fe89,0
Hf11Ni89,0
Hf12Cu88,0
Hf12Fe88,0
Hf12Ni88,0
Hf13Cu87,0
Hf13Fe87,0
Hf13Ni87,0
Hf14Cu86,0
Hf14Fe86,0
Hf14Ni86,0
Hf15Cu85,0
Hf15Fe85,0
Hf15Ni85,0
Hf16Cu84,0
Hf16Fe84,0
Hf16Ni84,0
Hf17Cu83,0
Hf17Fe83,0
Hf17Ni83,0
Hf18Cu82,0
Hf18Fe82,0
Hf18Ni82,0
Hf19Cu81,0
Hf19Fe81,0
Hf19Ni81,0
Hf2Cu98,0
Hf2Fe98,0
Hf2Ni98,0
Hf20Cu80,0
Hf20Fe80,0
Hf20Ni80,0
Hf21Cu79,0
Hf21Fe79,0
Hf21Ni79,0
Hf22Cu78,0
Hf22Fe78,0
Hf22Ni78,0
Hf23Cu77,0
Hf23Fe77,0
Hf23Ni77,0
Hf24Cu76,0
Hf24Fe76,0
Hf24Ni76,0
Hf25Cu75,0
Hf25Fe75,0
Hf25Ni75,0
Hf26Cu74,0
Hf26Fe74,0
Hf26Ni74,0
Hf27Cu73,0
Hf27Fe73,0
Hf27Ni73,0
Hf28Cu72,0
Hf28Fe72,0
Hf28Ni72,0
Hf29Cu71,0
Hf29Fe71,0
Hf29Ni71,0
Hf3Cu97,0
Hf3Fe97,0
Hf3Ni97,0
Hf30Cu70,1
Hf30Fe70,0
Hf30Ni70,1
Hf31Cu69,1
Hf31Fe69,0
Hf31Ni69,1
Hf32Cu68,1
Hf32Fe68,0
Hf32Ni68,1
Hf33Cu67,1
Hf33Fe67,0
Hf33Ni67,1
Hf34Cu66,1
Hf34Fe66,0
Hf34Ni66,1
Hf35Cu65,1
Hf35Fe65,0
Hf35Ni65,1
Hf36Cu64,1
Hf36Fe64,0
Hf36Ni64,1
Hf37Cu63,1
Hf37Fe63,0
Hf37Ni63,1
Hf38Cu62,1
Hf38Fe62,0
Hf38Ni62,1
Hf39Cu61,1
Hf39Fe61,0
Hf39Ni61,1
Hf4Cu96,0
Hf4Fe96,0
Hf4Ni96,0
Hf40Cu60,1
Hf40Fe60,0
Hf40Ni60,1
Hf41Cu59,1
Hf41Fe59,0
Hf41Ni59,1
Hf42Cu58,1
Hf42Fe58,0
Hf42Ni58,1
Hf43Cu57,1
Hf43Fe57,0
Hf43Ni57,1
Hf44Cu56,1
Hf44Fe56,0
Hf44Ni56,1
Hf45Cu55,1
Hf45Fe55,0
Hf45Ni55,1
Hf46Cu54,1
Hf46Fe54,0
Hf46Ni54,1
Hf47Cu53,1
Hf47Fe53,0
Hf47Ni53,1
Hf48Cu52,1
Hf48Fe52,0
Hf48Ni52,1
Hf49Cu51,1
Hf49Fe51,0
Hf49Ni51,1
Hf5Cu95,0
Hf5Fe95,0
Hf5Ni95,0
Hf50Cu50,1
Hf50Fe50,0
Hf50Ni50,1
Hf51Cu49,1
Hf51Fe49,0
Hf51Ni49,1
Hf52Cu48,1
Hf52Fe48,0
Hf52Ni48,1
Hf53Cu47,1
Hf53Fe47,0
Hf53Ni47,1
Hf54Cu46,1
Hf54Fe46,0
Hf54Ni46,1
Hf55Cu45,1
Hf55Fe45,0
Hf55Ni45,1
Hf56Cu44,1
Hf56Fe44,0
Hf56Ni44,1
Hf57Cu43,1
Hf57Fe43,0
Hf57Ni43,1
Hf58Cu42,1
Hf58Fe42,0
Hf58Ni42,1
Hf59Cu41,1
Hf59Fe41,0
Hf59Ni41,1
Hf6Cu94,0
Hf6Fe94,0
Hf6Ni94,0
Hf60Cu40,1
Hf60Fe40,0
Hf60Ni40,1
Hf61Cu39,1
Hf61Fe39,0
Hf61Ni39,1
Hf62Cu38,1
Hf62Fe38,0
Hf62Ni38,1
Hf63Cu37,1
Hf63Fe37,0
Hf63Ni37,1
Hf64Cu36,1
Hf64Fe36,0
Hf64Ni36,1
Hf65Cu35,1
Hf65Fe35,0
Hf65Ni35,1
Hf66Cu34,1
Hf66Fe34,0
Hf66Ni34,1
Hf67Cu33,1
Hf67Fe33,0
Hf67Ni33,1
Hf68Cu32,1
Hf68Fe32,0
Hf68Ni32,1
Hf69Cu31,1
Hf69Fe31,0
Hf69Ni31,1
Hf7Cu93,0
Hf7Fe93,0
Hf7Ni93,0
Hf70Cu30,1
Hf70Fe30,0
Hf70Ni30,1
Hf71Cu29,0
Hf71Fe29,0
Hf71Ni29,0
Hf72Cu28,0
Hf72Fe28,0
Hf72Ni28,0
Hf73Cu27,0
Hf73Fe27,0
Hf73Ni27,0
Hf74Cu26,0
Hf74Fe26,0
Hf74Ni26,0
Hf75Cu25,0
Hf75Fe25,0
Hf75Ni25,0
Hf76Cu24,0
Hf76Fe24,0
Hf76Ni24,0
Hf77Cu23,0
Hf77Fe23,0
Hf77Ni23,0
Hf78Cu22,0
Hf78Fe22,0
Hf78Ni22,0
Hf79Cu21,0
Hf79Fe21,0
Hf79Ni21,0
Hf8Cu92,0
Hf8Fe92,0
Hf8Ni92,0
Hf80Cu20,0
Hf80Fe20,0
Hf80Ni20,0
Hf81Cu19,0
Hf81Fe19,0
Hf81Ni19,0
Hf82Cu18,0
Hf82Fe18,0
Hf82Ni18,0
Hf83Cu17,0
Hf83Fe17,0
Hf83Ni17,0
Hf84Cu16,0
Hf84Fe16,0
Hf84Ni16,0
Hf85Cu15,0
Hf85Fe15,0
Hf85Ni15,0
Hf86Cu14,0
Hf86Fe14,0
Hf86Ni14,0
Hf87Cu13,0
Hf87Fe13,0
Hf87Ni13,0
Hf88Cu12,0
Hf88Fe12,0
Hf88Ni12,0
Hf89Cu11,0
Hf89Fe11,0
Hf89Ni11,0
Hf9Cu91,0
Hf9Fe91,1
Hf9Ni91,0
Hf90Cu10,0
Hf90Fe10,0
Hf90Ni10,0
Hf91Cu9,0
Hf91Fe9,0
Hf91Ni9,0
Hf92Cu8,0
Hf92Fe8,0
Hf92Ni8,0
Hf93Cu7,0
Hf93Fe7,0
Hf93Ni7,0
Hf94Cu6,0
Hf94Fe6,0
Hf94Ni6,0
Hf95Cu5,0
Hf95Fe5,0
Hf95Ni5,0
Hf96Cu4,0
Hf96Fe4,0
Hf96Ni4,0
Hf97Cu3,0
Hf97Fe3,0
Hf97Ni3,0
Hf98Cu2,0
Hf98Fe2,0
Hf98Ni2,0
Hf99Cu1,0
Hf99Fe1,0
Hf99Ni1,0
Ho1Al99,0
Ho10Al90,1
Ho100,0
Ho11Al89,1
Ho12Al88,1
Ho13Al87,0
Ho14Al86,0
Ho15Al85,0
Ho16Al84,0
Ho17Al83,0
Ho18Al82,0
Ho19Al81,0
Ho2Al98,0
Ho20Al80,0
Ho21Al79,0
Ho22Al78,0
Ho23Al77,0
Ho24Al76,0
Ho25Al75,0
Ho26Al74,0
Ho27Al73,0
Ho28Al72,0
Ho29Al71,0
Ho3Al97,0
Ho30Al70,0
Ho31Al69,0
Ho32Al68,0
Ho33Al67,0
Ho34Al66,0
Ho35Al65,0
Ho36Al64,0
Ho37Al63,0
Ho38Al62,0
Ho39Al61,0
Ho4Al96,0
Ho40Al60,0
Ho41Al59,0
Ho42Al58,0
Ho43Al57,0
Ho44Al56,0
Ho45Al55,0
Ho46Al54,0
Ho47Al53,0
Ho48Al52,0
Ho49Al51,0
Ho5Al95,0
Ho50Al50,0
Ho51Al49,0
Ho52Al48,0
Ho53Al47,0
Ho54Al46,0
Ho55Al45,0
Ho56Al44,0
Ho57Al43,0
Ho58Al42,0
Ho59Al41,0
Ho6Al94,0
Ho60Al40,0
Ho61Al39,0
Ho62Al38,0
Ho63Al37,0
Ho64Al36,0
Ho65Al35,0
Ho66Al34,0
Ho67Al33,0
Ho68Al32,0
Ho69Al31,0
Ho7Al93,0
Ho70Al30,0
Ho71Al29,0
Ho72Al28,0
Ho73Al27,0
Ho74Al26,0
Ho75Al25,0
Ho76Al24,0
Ho77Al23,0
Ho78Al22,0
Ho79Al21,0
Ho8Al92,0
Ho80Al20,0
Ho81Al19,0
Ho82Al18,0
Ho83Al17,0
Ho84Al16,0
Ho85Al15,0
Ho86Al14,0
Ho87Al13,0
Ho88Al12,0
Ho89Al11,0
Ho9Al91,1
Ho90Al10,0
Ho91Al9,0
Ho92Al8,0
Ho93Al7,0
Ho94Al6,0
Ho95Al5,0
Ho96Al4,0
Ho97Al3,0
Ho98Al2,0
Ho99Al1,0
La1Al99,0
La1Au99,0
La1Ni99,0
La10Al90,1
La10Au90,0
La10Ni90,0
La100,0
La11Al89,1
La11Au89,0
La11Ni89,0
La12Al88,1
La12Au88,0
La12Ni88,0
La13Al87,1
La13Au87,0
La13Ni87,0
La14Al86,1
La14Au86,0
La14Ni86,0
La15Al85,0
La15Au85,0
La15Ni85,0
La16Al84,0
La16Au84,0
La16Ni84,0
La17Al83,0
La17Au83,0
La17Ni83,0
La18Al82,0
La18Au82,0
La18Ni82,0
La19Al81,0
La19Au81,0
La19Ni81,0
La2Al98,0
La2Au98,0
La2Ni98,0
La20Al80,0
La20Au80,0
La20Ni80,0
La21Al79,0
La21Au79,0
La21Ni79,0
La22Al78,0
La22Au78,0
La22Ni78,0
La23Al77,0
La23Au77,0
La23Ni77,0
La24Al76,0
La24Au76,0
La24Ni76,0
La25Al75,0
La25Au75,0
La25Ni75,0
La26Al74,0
La26Au74,0
La26Ni74,0
La27Al73,0
La27Au73,0
La27Ni73,0
La28Al72,0
La28Au72,0
La28Ni72,0
La29Al71,0
La29Au71,0
La29Ni71,0
La3Al97,0
La3Au97,0
La3Ni97,0
La30Al70,0
La30Au70,0
La30Ni70,0
La31Al69,0
La31Au69,0
La31Ni69,0
La32Al68,0
La32Au68,0
La32Ni68,0
La33Al67,0
La33Au67,0
La33Ni67,0
La34Al66,0
La34Au66,0
La34Ni66,0
La35Al65,0
La35Au65,0
La35Ni65,0
La36Al64,0
La36Au64,0
La36Ni64,0
La37Al63,0
La37Au63,0
La37Ni63,0
La38Al62,0
La38Au62,0
La38Ni62,0
La39Al61,0
La39Au61,0
La39Ni61,0
La4Al96,0
La4Au96,0
La4Ni96,0
La40Al60,0
La40Au60,0
La40Ni60,0
La41Al59,0
La41Au59,0
La41Ni59,0
La42Al58,0
La42Au58,0
La42Ni58,0
La43Al57,0
La43Au57,0
La43Ni57,0
La44Al56,0
La44Au56,0
La44Ni56,0
La45Al55,1
La45Au55,0
La45Ni55,0
La46Al54,1
La46Au54,0
La46Ni54,0
La47Al53,1
La47Au53,0
La47Ni53,0
La48Al52,1
La48Au52,0
La48Ni52,0
La49Al51,1
La49Au51,0
La49Ni51,0
La5Al95,0
La5Au95,0
La5Ni95,0
La50Al50,1
La50Au50,0
La50Ni50,0
La51Al49,1
La51Au49,0
La51Ni49,0
La52Al48,1
La52Au48,0
La52Ni48,0
La53Al47,1
La53Au47,0
La53Ni47,0
La54Al46,1
La54Au46,0
La54Ni46,0
La55Al45,1
La55Au45,0
La55Ni45,0
La56Al44,1
La56Au44,0
La56Ni44,0
La57Al43,1
La57Au43,0
La57Ni43,0
La58Al42,1
La58Au42,0
La58Ni42,0
La59Al41,1
La59Au41,0
La59Ni41,0
La6Al94,0
La6Au94,0
La6Ni94,0
La60Al40,1
La60Au40,0
La60Ni40,1
La61Al39,1
La61Au39,0
La61Ni39,1
La62Al38,1
La62Au38,0
La62Ni38,1
La63Al37,1
La63Au37,0
La63Ni37,1
La64Al36,1
La64Au36,0
La64Ni36,1
La65Al35,1
La65Au35,0
La65Ni35,1
La66Al34,1
La66Au34,0
La66Ni34,1
La67Al33,1
La67Au33,0
La67Ni33,1
La68Al32,1
La68Au32,0
La68Ni32,1
La69Al31,1
La69Au31,0
La69Ni31,1
La7Al93,1
La7Au93,0
La7Ni93,0
La70Al30,1
La70Au30,0
La70Ni30,1
La71Al29,1
La71Au29,0
La71Ni29,0
La72Al28,1
La72Au28,0
La72Ni28,0
La73Al27,1
La73Au27,0
La73Ni27,0
La74Al26,1
La74Au26,1
La74Ni26,0
La75Al25,1
La75Au25,1
La75Ni25,0
La76Al24,1
La76Au24,1
La76Ni24,0
La77Al23,1
La77Au23,1
La77Ni23,0
La78Al22,1
La78Au22,1
La78Ni22,0
La79Al21,1
La79Au21,1
La79Ni21,0
La8Al92,1
La8Au92,0
La8Ni92,0
La80Al20,1
La80Au20,1
La80Ni20,0
La81Al19,1
La81Au19,1
La81Ni19,0
La82Al18,1
La82Au18,1
La82Ni18,0
La83Al17,1
La83Au17,0
La83Ni17,0
La84Al16,1
La84Au16,0
La84Ni16,0
La85Al15,1
La85Au15,0
La85Ni15,0
La86Al14,1
La86Au14,0
La86Ni14,0
La87Al13,1
La87Au13,0
La87Ni13,0
La88Al12,0
La88Au12,0
La88Ni12,0
La89Al11,0
La89Au11,0
La89Ni11,0
La9Al91,1
La9Au91,0
La9Ni91,0
La90Al10,0
La90Au10,0
La90Ni10,0
La91Al9,0
La91Au9,0
La91Ni9,0
La92Al8,0
La92Au8,0
La92Ni8,0
La93Al7,0
La93Au7,0
La93Ni7,0
La94Al6,0
La94Au6,0
La94Ni6,0
La95Al5,0
La95Au5,0
La95Ni5,0
La96Al4,0
La96Au4,0
La96Ni4,0
La97Al3,0
La97Au3,0
La97Ni3,0
La98Al2,0
La98Au2,0
La98Ni2,0
La99Al1,0
La99Au1,0
La99Ni1,0
Mg1Zn99,0
Mg10Zn90,0
Mg100,0
Mg11Zn89,0
Mg12Zn88,0
Mg13Zn87,0
Mg14Zn86,0
Mg15Zn85,0
Mg16Zn84,0
Mg17Zn83,0
Mg18Zn82,0
Mg19Zn81,0
Mg2Zn98,0
Mg20Zn80,0
Mg21Zn79,0
Mg22Zn78,0
Mg23Zn77,0
Mg24Zn76,0
Mg25Zn75,0
Mg26Zn74,0
Mg27Zn73,0
Mg28Zn72,0
Mg29Zn71,0
Mg3Zn97,0
Mg30Zn70,0
Mg31Zn69,0
Mg32Zn68,0
Mg33Zn67,0
Mg34Zn66,0
Mg35Zn65,0
Mg36Zn64,0
Mg37Zn63,0
Mg38Zn62,0
Mg39Zn61,0
Mg4Zn96,0
Mg40Zn60,0
Mg41Zn59,0
Mg42Zn58,0
Mg43Zn57,0
Mg44Zn56,0
Mg45Zn55,0
Mg46Zn54,0
Mg47Zn53,0
Mg48Zn52,0
Mg49Zn51,0
Mg5Zn95,0
Mg50Zn50,0
Mg51Zn49,0
Mg52Zn48,0
Mg53Zn47,0
Mg54Zn46,0
Mg55Zn45,0
Mg56Zn44,0
Mg57Zn43,0
Mg58Zn42,0
Mg59Zn41,0
Mg6Zn94,0
Mg60Zn40,0
Mg61Zn39,0
Mg62Zn38,0
Mg63Zn37,0
Mg64Zn36,0
Mg65Zn35,1
Mg66Zn34,1
Mg67Zn33,1
Mg68Zn32,1
Mg69Zn31,1
Mg7Zn93,0
Mg70Zn30,1
Mg71Zn29,1
Mg72Zn28,1
Mg73Zn27,1
Mg74Zn26,1
Mg75Zn25,1
Mg76Zn24,1
Mg77Zn23,0
Mg78Zn22,0
Mg79Zn21,0
Mg8Zn92,0
Mg80Zn20,0
Mg81Zn19,0
Mg82Zn18,0
Mg83Zn17,0
Mg84Zn16,0
Mg85Zn15,0
Mg86Zn14,0
Mg87Zn13,0
Mg88Zn12,0
Mg89Zn11,0
Mg9Zn91,0
Mg90Zn10,0
Mg91Zn9,0
Mg92Zn8,0
Mg93Zn7,0
Mg94Zn6,0
Mg95Zn5,0
Mg96Zn4,0
Mg97Zn3,0
Mg98Zn2,0
Mg99Zn1,0
Mn1Al99,0
Mn10Al90,0
Mn100,0
Mn11Al89,0
Mn12Al88,0
Mn13Al87,0
Mn14Al86,0
Mn15Al85,1
Mn16Al84,1
Mn17Al83,1
Mn18Al82,1
Mn19Al81,1
Mn2Al98,0
Mn20Al80,1
Mn21Al79,1
Mn22Al78,1
Mn23Al77,1
Mn24Al76,1
Mn25Al75,1
Mn26Al74,0
Mn27Al73,0
Mn28Al72,0
Mn29Al71,0
Mn3Al97,0
Mn30Al70,0
Mn31Al69,0
Mn32Al68,0
Mn33Al67,0
Mn34Al66,0
Mn35Al65,0
Mn36Al64,0
Mn37Al63,0
Mn38Al62,0
Mn39Al61,0
Mn4Al96,0
Mn40Al60,0
Mn41Al59,0
Mn42Al58,0
Mn43Al57,0
Mn44Al56,0
Mn45Al55,0
Mn46Al54,0
Mn47Al53,0
Mn48Al52,0
Mn49Al51,0
Mn5Al95,0
Mn50Al50,0
Mn51Al49,0
Mn52Al48,0
Mn53Al47,0
Mn54Al46,0
Mn55Al45,0
Mn56Al44,0
Mn57Al43,0
Mn58Al42,0
Mn59Al41,0
Mn6Al94,0
Mn60Al40,0
Mn61Al39,0
Mn62Al38,0
Mn63Al37,0
Mn64Al36,0
Mn65Al35,0
Mn66Al34,0
Mn67Al33,0
Mn68Al32,0
Mn69Al31,0
Mn7Al93,0
Mn70Al30,0
Mn71Al29,0
Mn72Al28,0
Mn73Al27,0
Mn74Al26,0
Mn75Al25,0
Mn76Al24,0
Mn77Al23,0
Mn78Al22,0
Mn79Al21,0
Mn8Al92,0
Mn80Al20,0
Mn81Al19,0
Mn82Al18,0
Mn83Al17,0
Mn84Al16,0
Mn85Al15,0
Mn86Al14,0
Mn87Al13,0
Mn88Al12,0
Mn89Al11,0
Mn9Al91,0
Mn90Al10,0
Mn91Al9,0
Mn92Al8,0
Mn93Al7,0
Mn94Al6,0
Mn95Al5,0
Mn96Al4,0
Mn97Al3,0
Mn98Al2,0
Mn99Al1,0
Mo100,0
Nb1Cr99,0
Nb1Ni99,0
Nb10Cr90,0
Nb10Ni90,0
Nb100,0
Nb11Cr89,1
Nb11Ni89,0
Nb12Cr88,1
Nb12Ni88,0
Nb13Cr87,1
Nb13Ni87,0
Nb14Cr86,1
Nb14Ni86,0
Nb15Cr85,1
Nb15Ni85,0
Nb16Cr84,1
Nb16Ni84,0
Nb17Cr83,1
Nb17Ni83,0
Nb18Cr82,0
Nb18Ni82,0
Nb19Cr81,0
Nb19Ni81,0
Nb2Cr98,0
Nb2Ni98,0
Nb20Cr80,0
Nb20Ni80,0
Nb21Cr79,0
Nb21Ni79,0
Nb22Cr78,0
Nb22Ni78,0
Nb23Cr77,0
Nb23Ni77,0
Nb24Cr76,0
Nb24Ni76,0
Nb25Cr75,0
Nb25Ni75,0
Nb26Cr74,0
Nb26Ni74,0
Nb27Cr73,0
Nb27Ni73,0
Nb28Cr72,0
Nb28Ni72,0
Nb29Cr71,0
Nb29Ni71,0
Nb3Cr97,0
Nb3Ni97,0
Nb30Cr70,0
Nb30Ni70,0
Nb31Cr69,0
Nb31Ni69,0
Nb32Cr68,0
Nb32Ni68,0
Nb33Cr67,0
Nb33Ni67,0
Nb34Cr66,0
Nb34Ni66,0
Nb35Cr65,0
Nb35Ni65,0
Nb36Cr64,0
Nb36Ni64,0
Nb37Cr63,0
Nb37Ni63,1
Nb38Cr62,0
Nb38Ni62,1
Nb39Cr61,0
Nb39Ni61,1
Nb4Cr96,0
Nb4Ni96,0
Nb40Cr60,0
Nb40Ni60,1
Nb41Cr59,0
Nb41Ni59,1
Nb42Cr58,0
Nb42Ni58,1
Nb43Cr57,0
Nb43Ni57,1
Nb44Cr56,0
Nb44Ni56,1
Nb45Cr55,0
Nb45Ni55,1
Nb46Cr54,0
Nb46Ni54,1
Nb47Cr53,0
Nb47Ni53,1
Nb48Cr52,0
Nb48Ni52,1
Nb49Cr51,0
Nb49Ni51,1
Nb5Cr95,0
Nb5Ni95,0
Nb50Cr50,0
Nb50Ni50,1
Nb51Cr49,0
Nb51Ni49,1
Nb52Cr48,0
Nb52Ni48,1
Nb53Cr47,0
Nb53Ni47,1
Nb54Cr46,0
Nb54Ni46,1
Nb55Cr45,0
Nb55Ni45,1
Nb56Cr44,0
Nb56Ni44,1
Nb57Cr43,0
Nb57Ni43,1
Nb58Cr42,0
Nb58Ni42,1
Nb59Cr41,0
Nb59Ni41,1
Nb6Cr94,0
Nb6Ni94,0
Nb60Cr40,0
Nb60Ni40,1
Nb61Cr39,0
Nb61Ni39,0
Nb62Cr38,0
Nb62Ni38,0
Nb63Cr37,0
Nb63Ni37,0
Nb64Cr36,0
Nb64Ni36,0
Nb65Cr35,0
Nb65Ni35,0
Nb66Cr34,0
Nb66Ni34,0
Nb67Cr33,0
Nb67Ni33,0
Nb68Cr32,0
Nb68Ni32,0
Nb69Cr31,0
Nb69Ni31,0
Nb7Cr93,0
Nb7Ni93,0
Nb70Cr30,0
Nb70Ni30,0
Nb71Cr29,0
Nb71Ni29,0
Nb72Cr28,0
Nb72Ni28,0
Nb73Cr27,0
Nb73Ni27,0
Nb74Cr26,0
Nb74Ni26,0
Nb75Cr25,0
Nb75Ni25,0
Nb76Cr24,0
Nb76Ni24,0
Nb77Cr23,0
Nb77Ni23,0
Nb78Cr22,0
Nb78Ni22,0
Nb79Cr21,0
Nb79Ni21,0
Nb8Cr92,0
Nb8Ni92,0
Nb80Cr20,0
Nb80Ni20,0
Nb81Cr19,0
Nb81Ni19,0
Nb82Cr18,0
Nb82Ni18,0
Nb83Cr17,0
Nb83Ni17,0
Nb84Cr16,0
Nb84Ni16,0
Nb85Cr15,0
Nb85Ni15,0
Nb86Cr14,0
Nb86Ni14,0
Nb87Cr13,0
Nb87Ni13,0
Nb88Cr12,0
Nb88Ni12,0
Nb89Cr11,0
Nb89Ni11,0
Nb9Cr91,0
Nb9Ni91,0
Nb90Cr10,0
Nb90Ni10,0
Nb91Cr9,0
Nb91Ni9,0
Nb92Cr8,0
Nb92Ni8,0
Nb93Cr7,0
Nb93Ni7,0
Nb94Cr6,0
Nb94Ni6,0
Nb95Cr5,0
Nb95Ni5,0
Nb96Cr4,0
Nb96Ni4,0
Nb97Cr3,0
Nb97Ni3,0
Nb98Cr2,0
Nb98Ni2,0
Nb99Cr1,0
Nb99Ni1,0
Nd1Al99,0
Nd1Fe99,0
Nd10Al90,1
Nd10Fe90,0
Nd100,0
Nd11Al89,1
Nd11Fe89,1
Nd12Al88,1
Nd12Fe88,1
Nd13Al87,1
Nd13Fe87,1
Nd14Al86,1
Nd14Fe86,1
Nd15Al85,0
Nd15Fe85,1
Nd16Al84,0
Nd16Fe84,1
Nd17Al83,0
Nd17Fe83,1
Nd18Al82,0
Nd18Fe82,1
Nd19Al81,0
Nd19Fe81,1
Nd2Al98,0
Nd2Fe98,0
Nd20Al80,0
Nd20Fe80,1
Nd21Al79,0
Nd21Fe79,1
Nd22Al78,0
Nd22Fe78,1
Nd23Al77,0
Nd23Fe77,1
Nd24Al76,0
Nd24Fe76,1
Nd25Al75,0
Nd25Fe75,1
Nd26Al74,0
Nd26Fe74,1
Nd27Al73,0
Nd27Fe73,1
Nd28Al72,0
Nd28Fe72,1
Nd29Al71,0
Nd29Fe71,1
Nd3Al97,0
Nd3Fe97,0
Nd30Al70,0
Nd30Fe70,1
Nd31Al69,0
Nd31Fe69,1
Nd32Al68,0
Nd32Fe68,1
Nd33Al67,0
Nd33Fe67,1
Nd34Al66,0
Nd34Fe66,1
Nd35Al65,0
Nd35Fe65,1
Nd36Al64,0
Nd36Fe64,1
Nd37Al63,0
Nd37Fe63,1
Nd38Al62,0
Nd38Fe62,1
Nd39Al61,0
Nd39Fe61,1
Nd4Al96,0
Nd4Fe96,0
Nd40Al60,0
Nd40Fe60,1
Nd41Al59,0
Nd41Fe59,1
Nd42Al58,0
Nd42Fe58,1
Nd43Al57,0
Nd43Fe57,1
Nd44Al56,0
Nd44Fe56,1
Nd45Al55,0
Nd45Fe55,1
Nd46Al54,0
Nd46Fe54,1
Nd47Al53,0
Nd47Fe53,1
Nd48Al52,0
Nd48Fe52,1
Nd49Al51,0
Nd49Fe51,1
Nd5Al95,0
Nd5Fe95,0
Nd50Al50,0
Nd50Fe50,1
Nd51Al49,0
Nd51Fe49,1
Nd52Al48,0
Nd52Fe48,1
Nd53Al47,0
Nd53Fe47,1
Nd54Al46,0
Nd54Fe46,1
Nd55Al45,0
Nd55Fe45,1
Nd56Al44,0
Nd56Fe44,1
Nd57Al43,0
Nd57Fe43,1
Nd58Al42,0
Nd58Fe42,1
Nd59Al41,0
Nd59Fe41,1
Nd6Al94,0
Nd6Fe94,0
Nd60Al40,0
Nd60Fe40,1
Nd61Al39,0
Nd61Fe39,0
Nd62Al38,0
Nd62Fe38,0
Nd63Al37,0
Nd63Fe37,0
Nd64Al36,0
Nd64Fe36,0
Nd65Al35,0
Nd65Fe35,0
Nd66Al34,0
Nd66Fe34,0
Nd67Al33,0
Nd67Fe33,0
Nd68Al32,0
Nd68Fe32,0
Nd69Al31,0
Nd69Fe31,0
Nd7Al93,0
Nd7Fe93,0
Nd70Al30,0
Nd70Fe30,0
Nd71Al29,0
Nd71Fe29,0
Nd72Al28,0
Nd72Fe28,0
Nd73Al27,0
Nd73Fe27,0
Nd74Al26,0
Nd74Fe26,0
Nd75Al25,0
Nd75Fe25,0
Nd76Al24,0
Nd76Fe24,0
Nd77Al23,0
Nd77Fe23,0
